City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
579,Grand Gaube,MU,70.38,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
581,Busayra,JO,71.91,clear sky,30.7376,35.6078,Matan Eco Villege
582,Port Moresby,PG,85.42,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
583,Tantoyuca,MX,77.36,broken clouds,21.35,-98.2333,HOTEL VICTORIA
585,Ciudad Bolivar,VE,76.66,broken clouds,8.1222,-63.5497,Hotel Edi
587,Kundiawa,PG,69.84,overcast clouds,-6.0167,144.9667,Pari
588,Bugasong,PH,80.47,light rain,11.0439,122.0659,Jam's Family Restaurant and Tourist Inn
589,Mikuni,JP,80.51,moderate rain,36.2171,136.1519,Seifuso
590,Port-Gentil,GA,74.03,overcast clouds,-0.7193,8.7815,Fengshui Residence
591,Tautira,PF,76.21,light rain,-17.7333,-149.15,Pension Oaoa
593,Sabang,ID,82.99,overcast clouds,5.8933,95.3214,Hotel Citra
594,Yatou,CN,85.46,scattered clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
595,Republic,US,82.2,clear sky,37.12,-93.4802,AmericInn by Wyndham Republic
597,Matara,LK,85.03,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
601,Havelock,US,84.18,few clouds,34.8791,-76.9013,Sherwood Motel
602,Pascagoula,US,84.2,clear sky,30.3658,-88.5561,Regency Inn
603,Isangel,VU,84.31,scattered clouds,-19.55,169.2667,Tanna Lodge
605,Narasannapeta,IN,86.41,broken clouds,18.4167,84.05,AVK events and catering
606,Idah,NG,69.55,broken clouds,7.1065,6.7342,Ubiga Hotel Idah
607,Sile,TR,70.57,clear sky,41.1754,29.6133,Phellos Suites
608,Maumere,ID,81.46,broken clouds,-8.6199,122.2111,Sylvia Hotel
609,Matay,EG,80.4,clear sky,28.419,30.7792,Nag Aespen
610,Lethem,GY,74.57,broken clouds,3.3803,-59.7968,Savannah Inn
611,Toamasina,MG,71.6,broken clouds,-18.1667,49.3833,Hotel H1
612,Mamallapuram,IN,89.65,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
613,Cap Malheureux,MU,70.47,scattered clouds,-19.9842,57.6142,Pereybere Hotel & Spa
614,Chingirlau,KZ,78.46,clear sky,51.095,54.0814,Хостыл Аққу
615,Ayr,GB,66.18,overcast clouds,55.4627,-4.6339,Mercure Ayr Hotel
616,Nueva Loja,EC,69.89,broken clouds,0.0847,-76.8828,Limoncocha Great Hotel
617,Ambilobe,MG,70.68,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
618,Kolda,SN,77.31,few clouds,12.8833,-14.95,Hôtel Hobbe Chasse
620,Cateel,PH,85.01,overcast clouds,7.7914,126.4533,Edar's Place
626,Palu,ID,87.85,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
627,Kununurra,AU,87.78,scattered clouds,-15.7667,128.7333,Hotel Kununurra
629,Ukiah,US,84.09,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
631,Chushan,CN,81.18,overcast clouds,33.2955,113.6528,Mountain City Hotel
632,Jardim,BR,68.81,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
633,Steinbach,DE,67.1,clear sky,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
641,Antalaha,MG,66.0,light rain,-14.9003,50.2788,Hotel Vitasoa
644,Sun Valley,US,84.88,few clouds,39.5963,-119.776,Panther Valley RV Park
647,Bubaque,GW,78.75,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
648,Olga,RU,74.17,broken clouds,43.7444,135.2892,Gostinitsa Rosmorport.
649,Surt,LY,79.12,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
650,Nantucket,US,75.34,mist,41.2835,-70.0995,Jared Coffin House
651,Eydhafushi,MV,82.29,overcast clouds,5.1033,73.0708,Soneva Fushi
655,Wukari,NG,71.29,overcast clouds,7.85,9.7833,Elimtop
656,Road Town,VG,81.9,clear sky,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
657,Andra,RU,73.17,broken clouds,62.5147,65.8878,"Gostinitsa ""Ob'"""
663,Bom Jesus,BR,67.48,clear sky,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
666,Margate,GB,74.7,clear sky,51.3813,1.3862,Premier Inn Margate hotel
667,Bud,US,75.22,clear sky,39.447,-86.1758,Ted McQuinn Trust
668,Nizhnyaya Poyma,RU,66.94,overcast clouds,56.1622,97.1933,Gostinitsa
669,Dwarka,IN,82.98,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
670,Erzin,TR,78.51,clear sky,36.9559,36.2,Artemis Otel
672,Port Washington,US,80.2,broken clouds,40.8257,-73.6982,"The Roslyn, Tapestry Collection by Hilton"
673,Hagdan,PH,81.99,overcast clouds,11.3333,123.9,Chicco's Bed and Breakfast
678,Voh,NC,77.4,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
680,Nouadhibou,MR,69.78,scattered clouds,20.931,-17.0347,El Medina
681,Athabasca,CA,73.81,light rain,54.7169,-113.2854,Athabasca Lodge Motel
682,Madingou,CG,67.82,broken clouds,-4.1536,13.55,HOTEL KIM ELISA
683,Slave Lake,CA,75.18,scattered clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
684,Hays,US,89.6,clear sky,30.0502,-98.0336,Sinya on Lone Man Creek
685,Dauphin,CA,71.74,clear sky,51.1494,-100.0502,Canway Inn & Suites
686,Hay River,CA,75.18,overcast clouds,60.8156,-115.7999,Ptarmigan Inn
687,Amalapuram,IN,88.05,broken clouds,16.5833,82.0167,swayamprabha service apartments
690,Staunton,US,74.07,clear sky,38.1496,-79.0717,Hotel 24 South
691,Khash,IR,86.58,scattered clouds,28.2211,61.2158,خوابگاه آبجی محدثه
693,Ulaangom,MN,66.99,broken clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
695,Ipatovo,RU,67.32,light rain,45.7181,42.9036,Ipatovo Inn
697,Tonj,SS,68.92,overcast clouds,7.2737,28.6822,Lakan Hotel
699,Mecca,SA,88.3,scattered clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
700,Yuanping,CN,81.25,overcast clouds,38.7153,112.7575,Yuanping Xinghe Guesthouse
702,Mount Isa,AU,76.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
703,Khuzdar,PK,79.83,few clouds,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
